MPS4000 Validation Report
S/N:,251
Date,2015/01/01
Time,04:55:44
Channels,64
Pressures,15
Temperatures,3
Error Limit,0.06
 ,Temp,Full Scale,Target,Source,MPS,,Percent
Chan,Deg C,Pressure,Pressure,Pressure,Pressure,Delta,Error
56,40.78,1.000,-0.714286,-0.714303,-0.714300,0.000003,0.000,pass
56,40.81,1.000,-0.857143,-0.857112,-0.856963,0.000149,0.015,pass
56,40.81,1.000,-1.000000,-1.000009,-0.999872,0.000137,0.014,pass
57,40.75,1.000,0.000000,-0.000018,-0.000033,-0.000015,-0.002,pass
57,40.72,1.000,0.142857,0.142903,0.142870,-0.000033,-0.003,pass
57,40.75,1.000,0.285714,0.285693,0.285708,0.000014,0.001,pass
57,40.78,1.000,0.428571,0.428617,0.428645,0.000027,0.003,pass
57,40.75,1.000,0.571429,0.571404,0.571458,0.000054,0.005,pass
57,40.78,1.000,0.714286,0.714311,0.714312,0.000001,0.000,pass
57,40.78,1.000,0.857143,0.857109,0.857167,0.000058,0.006,pass
57,40.78,1.000,1.000000,0.999999,1.000091,0.000092,0.009,pass
57,40.81,1.000,-0.142857,-0.142919,-0.142955,-0.000036,-0.004,pass
57,40.75,1.000,-0.285714,-0.285711,-0.285696,0.000015,0.002,pass
57,40.81,1.000,-0.428571,-0.428618,-0.428595,0.000024,0.002,pass
57,40.81,1.000,-0.571429,-0.571401,-0.571426,-0.000025,-0.003,pass
57,40.78,1.000,-0.714286,-0.714303,-0.714327,-0.000024,-0.002,pass
57,40.81,1.000,-0.857143,-0.857112,-0.857070,0.000042,0.004,pass
57,40.81,1.000,-1.000000,-1.000009,-0.999869,0.000140,0.014,pass
58,40.75,1.000,0.000000,-0.000018,0.000025,0.000043,0.004,pass
58,40.72,1.000,0.142857,0.142903,0.142973,0.000070,0.007,pass
58,40.75,1.000,0.285714,0.285693,0.285745,0.000052,0.005,pass
58,40.78,1.000,0.428571,0.428617,0.428652,0.000035,0.003,pass
58,40.75,1.000,0.571429,0.571404,0.571381,-0.000024,-0.002,pass
58,40.78,1.000,0.714286,0.714311,0.714250,-0.000060,-0.006,pass
58,40.78,1.000,0.857143,0.857109,0.857128,0.000019,0.002,pass
58,40.78,1.000,1.000000,0.999999,0.999976,-0.000024,-0.002,pass
58,40.81,1.000,-0.142857,-0.142919,-0.142855,0.000064,0.006,pass
58,40.75,1.000,-0.285714,-0.285711,-0.285690,0.000022,0.002,pass
58,40.81,1.000,-0.428571,-0.428618,-0.428591,0.000028,0.003,pass
58,40.81,1.000,-0.571429,-0.571401,-0.571354,0.000047,0.005,pass
58,40.78,1.000,-0.714286,-0.714303,-0.714284,0.000019,0.002,pass
58,40.81,1.000,-0.857143,-0.857112,-0.857041,0.000071,0.007,pass
58,40.81,1.000,-1.000000,-1.000009,-0.999898,0.000111,0.011,pass
59,40.75,1.000,0.000000,-0.000018,0.000024,0.000042,0.004,pass
59,40.72,1.000,0.142857,0.142903,0.143031,0.000128,0.013,pass
59,40.75,1.000,0.285714,0.285693,0.285893,0.000200,0.020,pass
59,40.78,1.000,0.428571,0.428617,0.428742,0.000124,0.012,pass
59,40.75,1.000,0.571429,0.571404,0.571507,0.000102,0.010,pass
59,40.78,1.000,0.714286,0.714311,0.714389,0.000078,0.008,pass
59,40.78,1.000,0.857143,0.857109,0.857262,0.000153,0.015,pass
59,40.78,1.000,1.000000,0.999999,1.000140,0.000141,0.014,pass
59,40.81,1.000,-0.142857,-0.142919,-0.142779,0.000140,0.014,pass
59,40.75,1.000,-0.285714,-0.285711,-0.285561,0.000150,0.015,pass
59,40.81,1.000,-0.428571,-0.428618,-0.428532,0.000087,0.009,pass
59,40.81,1.000,-0.571429,-0.571401,-0.571333,0.000068,0.007,pass
59,40.78,1.000,-0.714286,-0.714303,-0.714243,0.000060,0.006,pass
59,40.81,1.000,-0.857143,-0.857112,-0.856972,0.000139,0.014,pass
59,40.81,1.000,-1.000000,-1.000009,-0.999868,0.000142,0.014,pass
60,40.75,1.000,0.000000,-0.000018,-0.000002,0.000016,0.002,pass
60,40.72,1.000,0.142857,0.142903,0.142935,0.000032,0.003,pass
60,40.75,1.000,0.285714,0.285693,0.285798,0.000105,0.010,pass
60,40.78,1.000,0.428571,0.428617,0.428715,0.000097,0.010,pass
60,40.75,1.000,0.571429,0.571404,0.571528,0.000124,0.012,pass
60,40.78,1.000,0.714286,0.714311,0.714355,0.000045,0.004,pass
60,40.78,1.000,0.857143,0.857109,0.857203,0.000094,0.009,pass
60,40.78,1.000,1.000000,0.999999,1.000086,0.000087,0.009,pass
60,40.81,1.000,-0.142857,-0.142919,-0.142905,0.000014,0.001,pass
60,40.75,1.000,-0.285714,-0.285711,-0.285728,-0.000017,-0.002,pass
60,40.81,1.000,-0.428571,-0.428618,-0.428598,0.000020,0.002,pass
60,40.81,1.000,-0.571429,-0.571401,-0.571383,0.000018,0.002,pass
60,40.78,1.000,-0.714286,-0.714303,-0.714303,0.000000,0.000,pass
60,40.81,1.000,-0.857143,-0.857112,-0.856991,0.000121,0.012,pass
60,40.81,1.000,-1.000000,-1.000009,-0.999858,0.000151,0.015,pass
61,40.81,1.000,0.000000,-0.000018,0.000020,0.000039,0.004,pass
61,40.81,1.000,0.142857,0.142903,0.142925,0.000022,0.002,pass
61,40.81,1.000,0.285714,0.285693,0.285735,0.000042,0.004,pass
61,40.88,1.000,0.428571,0.428617,0.428665,0.000048,0.005,pass
61,40.81,1.000,0.571429,0.571404,0.571491,0.000087,0.009,pass
61,40.88,1.000,0.714286,0.714311,0.714421,0.000110,0.011,pass
61,40.88,1.000,0.857143,0.857109,0.857234,0.000125,0.013,pass
61,40.88,1.000,1.000000,0.999999,1.000194,0.000195,0.020,pass
61,40.88,1.000,-0.142857,-0.142919,-0.142844,0.000074,0.007,pass
61,40.88,1.000,-0.285714,-0.285711,-0.285740,-0.000028,-0.003,pass
61,40.88,1.000,-0.428571,-0.428618,-0.428687,-0.000069,-0.007,pass
61,40.94,1.000,-0.571429,-0.571401,-0.571443,-0.000042,-0.004,pass
61,40.88,1.000,-0.714286,-0.714303,-0.714432,-0.000129,-0.013,pass
61,40.94,1.000,-0.857143,-0.857112,-0.857235,-0.000123,-0.012,pass
61,40.88,1.000,-1.000000,-1.000009,-1.000031,-0.000022,-0.002,pass
62,40.81,1.000,0.000000,-0.000018,0.000028,0.000046,0.005,pass
62,40.81,1.000,0.142857,0.142903,0.142905,0.000001,0.000,pass
62,40.81,1.000,0.285714,0.285693,0.285699,0.000005,0.001,pass
62,40.88,1.000,0.428571,0.428617,0.428599,-0.000019,-0.002,pass
62,40.81,1.000,0.571429,0.571404,0.571428,0.000024,0.002,pass
62,40.88,1.000,0.714286,0.714311,0.714348,0.000038,0.004,pass
62,40.88,1.000,0.857143,0.857109,0.857138,0.000029,0.003,pass
62,40.88,1.000,1.000000,0.999999,1.000078,0.000079,0.008,pass
62,40.88,1.000,-0.142857,-0.142919,-0.142858,0.000061,0.006,pass
62,40.88,1.000,-0.285714,-0.285711,-0.285671,0.000041,0.004,pass
62,40.88,1.000,-0.428571,-0.428618,-0.428647,-0.000028,-0.003,pass
62,40.94,1.000,-0.571429,-0.571401,-0.571301,0.000100,0.010,pass
62,40.88,1.000,-0.714286,-0.714303,-0.714307,-0.000004,-0.000,pass
62,40.94,1.000,-0.857143,-0.857112,-0.857138,-0.000026,-0.003,pass
62,40.88,1.000,-1.000000,-1.000009,-0.999892,0.000117,0.012,pass
63,40.81,1.000,0.000000,-0.000018,0.000051,0.000069,0.007,pass
63,40.81,1.000,0.142857,0.142903,0.143049,0.000146,0.015,pass
63,40.81,1.000,0.285714,0.285693,0.285832,0.000139,0.014,pass
63,40.88,1.000,0.428571,0.428617,0.428791,0.000173,0.017,pass
63,40.81,1.000,0.571429,0.571404,0.571537,0.000133,0.013,pass
63,40.88,1.000,0.714286,0.714311,0.714407,0.000096,0.010,pass
63,40.88,1.000,0.857143,0.857109,0.857237,0.000128,0.013,pass
63,40.88,1.000,1.000000,0.999999,1.000157,0.000157,0.016,pass
63,40.88,1.000,-0.142857,-0.142919,-0.142798,0.000120,0.012,pass
63,40.88,1.000,-0.285714,-0.285711,-0.285644,0.000067,0.007,pass
63,40.88,1.000,-0.428571,-0.428618,-0.428505,0.000114,0.011,pass
63,40.94,1.000,-0.571429,-0.571401,-0.571222,0.000179,0.018,pass
63,40.88,1.000,-0.714286,-0.714303,-0.714159,0.000144,0.014,pass
63,40.94,1.000,-0.857143,-0.857112,-0.856980,0.000132,0.013,pass
63,40.88,1.000,-1.000000,-1.000009,-0.999788,0.000222,0.022,pass
64,40.81,1.000,0.000000,-0.000018,-0.000023,-0.000005,-0.000,pass
64,40.81,1.000,0.142857,0.142903,0.142839,-0.000064,-0.006,pass
64,40.81,1.000,0.285714,0.285693,0.285718,0.000025,0.003,pass
64,40.88,1.000,0.428571,0.428617,0.429188,0.000571,0.057,pass
64,40.81,1.000,0.571429,0.571404,0.571443,0.000039,0.004,pass
64,40.88,1.000,0.714286,0.714311,0.714371,0.000060,0.006,pass
64,40.88,1.000,0.857143,0.857109,0.857174,0.000065,0.006,pass
64,40.88,1.000,1.000000,0.999999,1.000053,0.000054,0.005,pass
64,40.88,1.000,-0.142857,-0.142919,-0.142869,0.000050,0.005,pass
64,40.88,1.000,-0.285714,-0.285711,-0.285677,0.000034,0.003,pass
64,40.88,1.000,-0.428571,-0.428618,-0.428633,-0.000014,-0.001,pass
64,40.94,1.000,-0.571429,-0.571401,-0.571380,0.000021,0.002,pass
64,40.88,1.000,-0.714286,-0.714303,-0.714340,-0.000037,-0.004,pass
64,40.94,1.000,-0.857143,-0.857112,-0.857189,-0.000077,-0.008,pass
64,40.88,1.000,-1.000000,-1.000009,-0.999992,0.000018,0.002,pass
1,64.88,1.000,0.000000,-0.000012,-0.000007,0.000006,0.001,pass
1,64.88,1.000,0.142857,0.142900,0.142939,0.000039,0.004,pass
1,64.88,1.000,0.285714,0.285724,0.285753,0.000029,0.003,pass
1,64.88,1.000,0.428571,0.428593,0.428650,0.000058,0.006,pass
1,64.88,1.000,0.571429,0.571402,0.571433,0.000031,0.003,pass
1,64.88,1.000,0.714286,0.714292,0.714363,0.000070,0.007,pass
1,64.88,1.000,0.857143,0.857116,0.857201,0.000085,0.008,pass
1,64.94,1.000,1.000000,1.000007,0.999956,-0.000051,-0.005,pass
1,65.00,1.000,-0.142857,-0.142903,-0.142955,-0.000051,-0.005,pass
1,64.94,1.000,-0.285714,-0.285691,-0.285780,-0.000089,-0.009,pass
1,64.88,1.000,-0.428571,-0.428612,-0.428688,-0.000076,-0.008,pass
1,64.94,1.000,-0.571429,-0.571401,-0.571556,-0.000155,-0.016,pass
1,64.94,1.000,-0.714286,-0.714311,-0.714382,-0.000071,-0.007,pass
1,64.94,1.000,-0.857143,-0.857100,-0.857187,-0.000086,-0.009,pass
1,64.94,1.000,-1.000000,-1.000065,-1.000169,-0.000105,-0.010,pass
2,64.88,1.000,0.000000,-0.000012,-0.000009,0.000003,0.000,pass
2,64.88,1.000,0.142857,0.142900,0.142940,0.000040,0.004,pass
2,64.88,1.000,0.285714,0.285724,0.285794,0.000070,0.007,pass
2,64.88,1.000,0.428571,0.428593,0.428681,0.000088,0.009,pass
2,64.88,1.000,0.571429,0.571402,0.571478,0.000076,0.008,pass
2,64.88,1.000,0.714286,0.714292,0.714435,0.000142,0.014,pass
2,64.88,1.000,0.857143,0.857116,0.857257,0.000141,0.014,pass
2,64.94,1.000,1.000000,1.000007,0.999953,-0.000053,-0.005,pass
2,65.00,1.000,-0.142857,-0.142903,-0.142951,-0.000047,-0.005,pass
2,64.94,1.000,-0.285714,-0.285691,-0.285741,-0.000049,-0.005,pass
2,64.88,1.000,-0.428571,-0.428612,-0.428654,-0.000042,-0.004,pass
2,64.94,1.000,-0.571429,-0.571401,-0.571485,-0.000084,-0.008,pass
2,64.94,1.000,-0.714286,-0.714311,-0.714351,-0.000040,-0.004,pass
2,64.94,1.000,-0.857143,-0.857100,-0.857200,-0.000099,-0.010,pass
2,64.94,1.000,-1.000000,-1.000065,-1.000102,-0.000037,-0.004,pass
3,64.88,1.000,0.000000,-0.000012,-0.000019,-0.000006,-0.001,pass
3,64.88,1.000,0.142857,0.142900,0.142807,-0.000093,-0.009,pass
3,64.88,1.000,0.285714,0.285724,0.285566,-0.000158,-0.016,pass
3,64.88,1.000,0.428571,0.428593,0.428506,-0.000087,-0.009,pass
3,64.88,1.000,0.571429,0.571402,0.571346,-0.000055,-0.006,pass
3,64.88,1.000,0.714286,0.714292,0.714382,0.000090,0.009,pass
3,64.88,1.000,0.857143,0.857116,0.857250,0.000134,0.013,pass
3,64.94,1.000,1.000000,1.000007,0.999941,-0.000065,-0.007,pass
3,65.00,1.000,-0.142857,-0.142903,-0.142936,-0.000033,-0.003,pass
3,64.94,1.000,-0.285714,-0.285691,-0.285709,-0.000018,-0.002,pass
3,64.88,1.000,-0.428571,-0.428612,-0.428563,0.000049,0.005,pass
3,64.94,1.000,-0.571429,-0.571401,-0.571457,-0.000056,-0.006,pass
3,64.94,1.000,-0.714286,-0.714311,-0.714255,0.000055,0.006,pass
3,64.94,1.000,-0.857143,-0.857100,-0.857037,0.000064,0.006,pass
3,64.94,1.000,-1.000000,-1.000065,-0.999949,0.000116,0.012,pass
4,64.88,1.000,0.000000,-0.000012,-0.000012,0.000001,0.000,pass
4,64.88,1.000,0.142857,0.142900,0.142956,0.000056,0.006,pass
4,64.88,1.000,0.285714,0.285724,0.285786,0.000062,0.006,pass
4,64.88,1.000,0.428571,0.428593,0.428682,0.000089,0.009,pass
4,64.88,1.000,0.571429,0.571402,0.571490,0.000089,0.009,pass
4,64.88,1.000,0.714286,0.714292,0.714421,0.000129,0.013,pass
4,64.88,1.000,0.857143,0.857116,0.857330,0.000215,0.021,pass
4,64.94,1.000,1.000000,1.000007,1.000051,0.000045,0.004,pass
4,65.00,1.000,-0.142857,-0.142903,-0.142953,-0.000050,-0.005,pass
4,64.94,1.000,-0.285714,-0.285691,-0.285742,-0.000051,-0.005,pass
4,64.88,1.000,-0.428571,-0.428612,-0.428659,-0.000047,-0.005,pass
4,64.94,1.000,-0.571429,-0.571401,-0.571514,-0.000113,-0.011,pass
4,64.94,1.000,-0.714286,-0.714311,-0.714341,-0.000030,-0.003,pass
4,64.94,1.000,-0.857143,-0.857100,-0.857147,-0.000047,-0.005,pass
4,64.94,1.000,-1.000000,-1.000065,-1.000075,-0.000010,-0.001,pass
5,64.66,1.000,0.000000,-0.000012,0.000013,0.000026,0.003,pass
5,64.63,1.000,0.142857,0.142900,0.142938,0.000038,0.004,pass
5,64.69,1.000,0.285714,0.285724,0.285776,0.000053,0.005,pass
5,64.69,1.000,0.428571,0.428593,0.428635,0.000043,0.004,pass
5,64.66,1.000,0.571429,0.571402,0.571422,0.000020,0.002,pass
5,64.69,1.000,0.714286,0.714292,0.714344,0.000051,0.005,pass
5,64.66,1.000,0.857143,0.857116,0.857227,0.000111,0.011,pass
5,64.69,1.000,1.000000,1.000007,0.999977,-0.000030,-0.003,pass
5,64.75,1.000,-0.142857,-0.142903,-0.142834,0.000069,0.007,pass
5,64.72,1.000,-0.285714,-0.285691,-0.285666,0.000026,0.003,pass
5,64.72,1.000,-0.428571,-0.428612,-0.428539,0.000073,0.007,pass
5,64.72,1.000,-0.571429,-0.571401,-0.571362,0.000039,0.004,pass
5,64.72,1.000,-0.714286,-0.714311,-0.714224,0.000086,0.009,pass
5,64.72,1.000,-0.857143,-0.857100,-0.857046,0.000055,0.005,pass
5,64.72,1.000,-1.000000,-1.000065,-1.000059,0.000006,0.001,pass
6,64.66,1.000,0.000000,-0.000012,-0.000047,-0.000034,-0.003,pass
6,64.63,1.000,0.142857,0.142900,0.142839,-0.000062,-0.006,pass
6,64.69,1.000,0.285714,0.285724,0.285633,-0.000091,-0.009,pass
6,64.69,1.000,0.428571,0.428593,0.428535,-0.000058,-0.006,pass
6,64.66,1.000,0.571429,0.571402,0.571327,-0.000075,-0.007,pass
6,64.69,1.000,0.714286,0.714292,0.714280,-0.000012,-0.001,pass
6,64.66,1.000,0.857143,0.857116,0.857175,0.000059,0.006,pass
6,64.69,1.000,1.000000,1.000007,0.999916,-0.000091,-0.009,pass
6,64.75,1.000,-0.142857,-0.142903,-0.142937,-0.000033,-0.003,pass
6,64.72,1.000,-0.285714,-0.285691,-0.285753,-0.000062,-0.006,pass
6,64.72,1.000,-0.428571,-0.428612,-0.428614,-0.000002,-0.000,pass
6,64.72,1.000,-0.571429,-0.571401,-0.571422,-0.000021,-0.002,pass
6,64.72,1.000,-0.714286,-0.714311,-0.714297,0.000014,0.001,pass
6,64.72,1.000,-0.857143,-0.857100,-0.857079,0.000021,0.002,pass
6,64.72,1.000,-1.000000,-1.000065,-1.000061,0.000004,0.000,pass
7,64.66,1.000,0.000000,-0.000012,-0.000015,-0.000003,-0.000,pass
7,64.63,1.000,0.142857,0.142900,0.142815,-0.000086,-0.009,pass
7,64.69,1.000,0.285714,0.285724,0.285652,-0.000072,-0.007,pass
7,64.69,1.000,0.428571,0.428593,0.428502,-0.000090,-0.009,pass
7,64.66,1.000,0.571429,0.571402,0.571346,-0.000056,-0.006,pass
7,64.69,1.000,0.714286,0.714292,0.714304,0.000011,0.001,pass
7,64.66,1.000,0.857143,0.857116,0.857223,0.000108,0.011,pass
7,64.69,1.000,1.000000,1.000007,1.000000,-0.000006,-0.001,pass
7,64.75,1.000,-0.142857,-0.142903,-0.142974,-0.000070,-0.007,pass
7,64.72,1.000,-0.285714,-0.285691,-0.285756,-0.000064,-0.006,pass
7,64.72,1.000,-0.428571,-0.428612,-0.428667,-0.000056,-0.006,pass
7,64.72,1.000,-0.571429,-0.571401,-0.571486,-0.000086,-0.009,pass
7,64.72,1.000,-0.714286,-0.714311,-0.714351,-0.000040,-0.004,pass
7,64.72,1.000,-0.857143,-0.857100,-0.857154,-0.000053,-0.005,pass
7,64.72,1.000,-1.000000,-1.000065,-1.000136,-0.000071,-0.007,pass
8,64.66,1.000,0.000000,-0.000012,-0.000024,-0.000011,-0.001,pass
8,64.63,1.000,0.142857,0.142900,0.142877,-0.000024,-0.002,pass
8,64.69,1.000,0.285714,0.285724,0.285692,-0.000031,-0.003,pass
8,64.69,1.000,0.428571,0.428593,0.428591,-0.000001,-0.000,pass
8,64.66,1.000,0.571429,0.571402,0.571403,0.000002,0.000,pass
8,64.69,1.000,0.714286,0.714292,0.714317,0.000025,0.002,pass
8,64.66,1.000,0.857143,0.857116,0.857262,0.000147,0.015,pass
8,64.69,1.000,1.000000,1.000007,1.000036,0.000029,0.003,pass
8,64.75,1.000,-0.142857,-0.142903,-0.142921,-0.000018,-0.002,pass
8,64.72,1.000,-0.285714,-0.285691,-0.285699,-0.000008,-0.001,pass
8,64.72,1.000,-0.428571,-0.428612,-0.428580,0.000032,0.003,pass
8,64.72,1.000,-0.571429,-0.571401,-0.571386,0.000014,0.001,pass
8,64.72,1.000,-0.714286,-0.714311,-0.714283,0.000027,0.003,pass
8,64.72,1.000,-0.857143,-0.857100,-0.857119,-0.000019,-0.002,pass
8,64.72,1.000,-1.000000,-1.000065,-1.000057,0.000008,0.001,pass
9,64.66,1.000,0.000000,-0.000012,0.000015,0.000027,0.003,pass
9,64.63,1.000,0.142857,0.142900,0.142945,0.000045,0.004,pass
9,64.69,1.000,0.285714,0.285724,0.285784,0.000060,0.006,pass
9,64.69,1.000,0.428571,0.428593,0.428676,0.000083,0.008,pass
9,64.66,1.000,0.571429,0.571402,0.571568,0.000167,0.017,pass
9,64.69,1.000,0.714286,0.714292,0.714405,0.000112,0.011,pass
9,64.66,1.000,0.857143,0.857116,0.857273,0.000157,0.016,pass
9,64.69,1.000,1.000000,1.000007,1.000050,0.000044,0.004,pass
9,64.75,1.000,-0.142857,-0.142903,-0.142830,0.000073,0.007,pass
9,64.72,1.000,-0.285714,-0.285691,-0.285729,-0.000038,-0.004,pass
9,64.72,1.000,-0.428571,-0.428612,-0.428575,0.000036,0.004,pass
9,64.72,1.000,-0.571429,-0.571401,-0.571405,-0.000005,-0.000,pass
9,64.72,1.000,-0.714286,-0.714311,-0.714251,0.000060,0.006,pass
9,64.72,1.000,-0.857143,-0.857100,-0.857006,0.000094,0.009,pass
9,64.72,1.000,-1.000000,-1.000065,-1.000019,0.000046,0.005,pass
10,64.66,1.000,0.000000,-0.000012,0.000006,0.000018,0.002,pass
10,64.63,1.000,0.142857,0.142900,0.142889,-0.000012,-0.001,pass
10,64.69,1.000,0.285714,0.285724,0.285655,-0.000068,-0.007,pass
10,64.69,1.000,0.428571,0.428593,0.428582,-0.000010,-0.001,pass
10,64.66,1.000,0.571429,0.571402,0.571366,-0.000035,-0.004,pass
10,64.69,1.000,0.714286,0.714292,0.714386,0.000093,0.009,pass
10,64.66,1.000,0.857143,0.857116,0.857292,0.000176,0.018,pass
10,64.69,1.000,1.000000,1.000007,1.000056,0.000049,0.005,pass
10,64.75,1.000,-0.142857,-0.142903,-0.142983,-0.000079,-0.008,pass
10,64.72,1.000,-0.285714,-0.285691,-0.285699,-0.000008,-0.001,pass
10,64.72,1.000,-0.428571,-0.428612,-0.428630,-0.000019,-0.002,pass
10,64.72,1.000,-0.571429,-0.571401,-0.571451,-0.000050,-0.005,pass
10,64.72,1.000,-0.714286,-0.714311,-0.714310,0.000000,0.000,pass
10,64.72,1.000,-0.857143,-0.857100,-0.857142,-0.000042,-0.004,pass
10,64.72,1.000,-1.000000,-1.000065,-1.000071,-0.000007,-0.001,pass
11,64.66,1.000,0.000000,-0.000012,-0.000021,-0.000009,-0.001,pass
11,64.63,1.000,0.142857,0.142900,0.142929,0.000029,0.003,pass
11,64.69,1.000,0.285714,0.285724,0.285703,-0.000021,-0.002,pass
11,64.69,1.000,0.428571,0.428593,0.428566,-0.000027,-0.003,pass
11,64.66,1.000,0.571429,0.571402,0.571431,0.000029,0.003,pass
11,64.69,1.000,0.714286,0.714292,0.714342,0.000050,0.005,pass
11,64.66,1.000,0.857143,0.857116,0.857221,0.000105,0.011,pass
11,64.69,1.000,1.000000,1.000007,0.999965,-0.000042,-0.004,pass
11,64.75,1.000,-0.142857,-0.142903,-0.142967,-0.000064,-0.006,pass
11,64.72,1.000,-0.285714,-0.285691,-0.285784,-0.000092,-0.009,pass
11,64.72,1.000,-0.428571,-0.428612,-0.428720,-0.000108,-0.011,pass
11,64.72,1.000,-0.571429,-0.571401,-0.571510,-0.000109,-0.011,pass
11,64.72,1.000,-0.714286,-0.714311,-0.714351,-0.000040,-0.004,pass
11,64.72,1.000,-0.857143,-0.857100,-0.857201,-0.000101,-0.010,pass
11,64.72,1.000,-1.000000,-1.000065,-1.000126,-0.000061,-0.006,pass
12,64.66,1.000,0.000000,-0.000012,0.000001,0.000014,0.001,pass
12,64.63,1.000,0.142857,0.142900,0.142878,-0.000023,-0.002,pass
12,64.69,1.000,0.285714,0.285724,0.285705,-0.000018,-0.002,pass
12,64.69,1.000,0.428571,0.428593,0.428563,-0.000029,-0.003,pass
12,64.66,1.000,0.571429,0.571402,0.571374,-0.000027,-0.003,pass
12,64.69,1.000,0.714286,0.714292,0.714333,0.000040,0.004,pass
12,64.66,1.000,0.857143,0.857116,0.857174,0.000058,0.006,pass
12,64.69,1.000,1.000000,1.000007,1.000009,0.000003,0.000,pass
12,64.75,1.000,-0.142857,-0.142903,-0.143000,-0.000097,-0.010,pass
12,64.72,1.000,-0.285714,-0.285691,-0.285798,-0.000107,-0.011,pass
12,64.72,1.000,-0.428571,-0.428612,-0.428691,-0.000080,-0.008,pass
12,64.72,1.000,-0.571429,-0.571401,-0.571475,-0.000074,-0.007,pass
12,64.72,1.000,-0.714286,-0.714311,-0.714399,-0.000089,-0.009,pass
12,64.72,1.000,-0.857143,-0.857100,-0.857280,-0.000179,-0.018,pass
12,64.72,1.000,-1.000000,-1.000065,-1.000189,-0.000124,-0.012,pass
13,64.44,1.000,0.000000,-0.000012,-0.000003,0.000009,0.001,pass
13,64.38,1.000,0.142857,0.142900,0.142856,-0.000045,-0.004,pass
13,64.50,1.000,0.285714,0.285724,0.285746,0.000022,0.002,pass
13,64.50,1.000,0.428571,0.428593,0.428630,0.000038,0.004,pass
13,64.44,1.000,0.571429,0.571402,0.571485,0.000083,0.008,pass
13,64.50,1.000,0.714286,0.714292,0.714344,0.000051,0.005,pass
13,64.44,1.000,0.857143,0.857116,0.857258,0.000142,0.014,pass
13,64.44,1.000,1.000000,1.000007,1.000138,0.000131,0.013,pass
13,64.50,1.000,-0.142857,-0.142903,-0.142864,0.000039,0.004,pass
13,64.50,1.000,-0.285714,-0.285691,-0.285682,0.000010,0.001,pass
13,64.56,1.000,-0.428571,-0.428612,-0.428573,0.000039,0.004,pass
13,64.50,1.000,-0.571429,-0.571401,-0.571331,0.000070,0.007,pass
13,64.50,1.000,-0.714286,-0.714311,-0.714214,0.000097,0.010,pass
13,64.50,1.000,-0.857143,-0.857100,-0.857060,0.000040,0.004,pass
13,64.50,1.000,-1.000000,-1.000065,-1.000046,0.000019,0.002,pass
14,64.44,1.000,0.000000,-0.000012,-0.000011,0.000001,0.000,pass
14,64.38,1.000,0.142857,0.142900,0.142875,-0.000025,-0.002,pass
14,64.50,1.000,0.285714,0.285724,0.285720,-0.000003,-0.000,pass
14,64.50,1.000,0.428571,0.428593,0.428628,0.000035,0.003,pass
14,64.44,1.000,0.571429,0.571402,0.571379,-0.000023,-0.002,pass
14,64.50,1.000,0.714286,0.714292,0.714358,0.000066,0.007,pass
14,64.44,1.000,0.857143,0.857116,0.857180,0.000065,0.006,pass
14,64.44,1.000,1.000000,1.000007,0.999988,-0.000019,-0.002,pass
14,64.50,1.000,-0.142857,-0.142903,-0.143004,-0.000101,-0.010,pass
14,64.50,1.000,-0.285714,-0.285691,-0.285812,-0.000121,-0.012,pass
14,64.56,1.000,-0.428571,-0.428612,-0.428691,-0.000080,-0.008,pass
14,64.50,1.000,-0.571429,-0.571401,-0.571419,-0.000018,-0.002,pass
14,64.50,1.000,-0.714286,-0.714311,-0.714308,0.000003,0.000,pass
14,64.50,1.000,-0.857143,-0.857100,-0.857146,-0.000046,-0.005,pass
14,64.50,1.000,-1.000000,-1.000065,-1.000079,-0.000014,-0.001,pass
15,64.44,1.000,0.000000,-0.000012,0.000029,0.000042,0.004,pass
15,64.38,1.000,0.142857,0.142900,0.142859,-0.000041,-0.004,pass
15,64.50,1.000,0.285714,0.285724,0.285622,-0.000102,-0.010,pass
15,64.50,1.000,0.428571,0.428593,0.428477,-0.000116,-0.012,pass
15,64.44,1.000,0.571429,0.571402,0.571334,-0.000067,-0.007,pass
15,64.50,1.000,0.714286,0.714292,0.714263,-0.000029,-0.003,pass
15,64.44,1.000,0.857143,0.857116,0.857126,0.000010,0.001,pass
15,64.44,1.000,1.000000,1.000007,0.999995,-0.000012,-0.001,pass
15,64.50,1.000,-0.142857,-0.142903,-0.142962,-0.000059,-0.006,pass
15,64.50,1.000,-0.285714,-0.285691,-0.285753,-0.000061,-0.006,pass
15,64.56,1.000,-0.428571,-0.428612,-0.428687,-0.000075,-0.008,pass
15,64.50,1.000,-0.571429,-0.571401,-0.571422,-0.000021,-0.002,pass
15,64.50,1.000,-0.714286,-0.714311,-0.714345,-0.000034,-0.003,pass
15,64.50,1.000,-0.857143,-0.857100,-0.857191,-0.000090,-0.009,pass
15,64.50,1.000,-1.000000,-1.000065,-1.000077,-0.000012,-0.001,pass
